iter	Poisson
136	0.1373108081
137	0.135576921
138	0.1338635529
139	0.1322630049
140	0.1303777757
141	0.1293038951
142	0.1277650366
143	0.1260193313
144	0.1248666119
145	0.1235313464
146	0.1218598386
147	0.1203302764
148	0.1190256482
149	0.1175554708
150	0.1162244688
151	0.1148961054
152	0.1136976572
153	0.1128774549
154	0.1118895172
155	0.1104027822
156	0.1088133933
157	0.1077207209
158	0.1065243609
159	0.1054431876
160	0.1040526843
161	0.1030964635
162	0.1019281136
163	0.1006187328
164	0.09951053672
165	0.09762769325
166	0.09641361678
167	0.09551718543
168	0.09464481872
169	0.0937441512
170	0.09250562997
171	0.09139808723
172	0.09057218619
173	0.08932862668
174	0.0882469257
175	0.08736240283
176	0.0862822996
177	0.08508587395
178	0.0843555788
179	0.08354211367
180	0.08268608285
181	0.08162741887
182	0.08066135275
183	0.07981423632
184	0.07893636583
185	0.07801029606
186	0.07731272387
187	0.07679997539
188	0.07623280678
189	0.07516853147
190	0.07458694922
191	0.07382587103
192	0.07315976294
193	0.07236516997
194	0.07146043713
195	0.07078589538
196	0.0700427007
197	0.06932039114
198	0.06841982504
199	0.06790782672
200	0.06736973986
201	0.06674784899
202	0.065893207
203	0.06542751333
204	0.06479947105
205	0.0643233021
206	0.06380407241
207	0.06327065535
208	0.06252965529
209	0.06197221582
210	0.06136330311
211	0.06090940244
212	0.05969513374
213	0.05890383687
214	0.05820325373
215	0.05777142928
216	0.0570616171
217	0.05655452193
218	0.05581721655
219	0.05544720816
220	0.05495726196
221	0.05437005838
222	0.05365574969
223	0.05306330325
224	0.0524275512
225	0.05190859761
226	0.05137215062
227	0.05088269422
228	0.05032834338
229	0.04973674597
230	0.04924657024
231	0.04880518383
232	0.04835635252
233	0.04792819293
234	0.04744504996
235	0.04703798183
236	0.04666333013
237	0.04614956539
238	0.04567997495
239	0.0449996793
240	0.04440008805
241	0.0440407612
242	0.04357117227
243	0.04312578349
244	0.04280545697
245	0.0421386794
246	0.04162960285
247	0.04113772488
248	0.04081352638
249	0.04038002263
250	0.03968180383
251	0.03933240863
252	0.03892327118
253	0.03826223279
254	0.03752978216
255	0.03716031344
256	0.03647245546
257	0.03620436383
258	0.0358458847
259	0.03544528363
260	0.03507111636
261	0.03472967264
262	0.03424184012
263	0.03391559494
264	0.03336584851
265	0.0331075531
266	0.03284281512
267	0.03230057618
268	0.03154311135
269	0.03115152296
270	0.03059316838
271	0.03033217128
272	0.02970139819
273	0.02936123834
274	0.0287988867
275	0.02848164392
276	0.02804822187
277	0.02748442873
278	0.02719022673
279	0.02693099737
280	0.02678974838
281	0.02651842282
282	0.02627149251
283	0.02592507993
284	0.02567405459
285	0.02500406854
286	0.02475205456
287	0.02442675637
288	0.02406036655
289	0.02367933191
290	0.02340909128
291	0.02297482236
292	0.02260645915
293	0.02234287201
294	0.02205828784
295	0.02166965928
296	0.02132853641
297	0.02116171906
298	0.02076536806
299	0.02031481157
300	0.02007913071
301	0.01973705128
302	0.0194789279
303	0.01928115299
304	0.01873749103
305	0.01829662275
306	0.01800182447
307	0.01777035394
308	0.01738895654
309	0.01724430573
310	0.01694686455
311	0.0164441167
312	0.01620455718
313	0.01596729083
314	0.01564517229
315	0.0153360723
316	0.01485212884
317	0.01455835947
318	0.01392556774
319	0.0136264985
320	0.01314666955
321	0.01282647436
322	0.0125951856
323	0.01218697752
324	0.01199366
325	0.01179038515
326	0.01144027013
327	0.01129565617
328	0.0111171608
329	0.01086844742
330	0.01053633286
331	0.01022483384
332	0.01005253142
333	0.009736025786
334	0.009622795424
335	0.00944632469
336	0.009111219227
337	0.008905938129
338	0.008702838218
339	0.00859502052
340	0.008285424399
341	0.007943222727
342	0.00731269996
343	0.006773585288
344	0.006676638201
345	0.006377677597
346	0.006222236116
347	0.005914283803
348	0.005800182972
349	0.005663862773
350	0.005378307016
351	0.004943927304
352	0.004760874872
353	0.004558638391
354	0.00428053528
355	0.003856309223
356	0.00367550253
357	0.003325014996
358	0.003074600257
359	0.002833588062
360	0.002550789805
361	0.002179602845
362	0.001831279961
363	0.001627212167
364	0.001307219941
365	0.001052082563
366	0.0008528336672
367	0.0005335974845
368	0.0003479076717
369	-8.498396915e-05
370	-0.0003315956589
371	-0.0005288274778
372	-0.0006741777444
373	-0.001007444306
374	-0.001322414693
375	-0.001568125705
376	-0.001868427349
377	-0.00201240353
378	-0.002279151932
379	-0.002524466098
380	-0.002690076854
381	-0.002880063472
382	-0.003334970127
383	-0.003436862368
384	-0.003756777242
385	-0.003937047793
386	-0.004163633953
387	-0.004330556805
388	-0.004532525017
389	-0.004848928537
390	-0.005106368972
391	-0.005344541984
392	-0.005716384878
393	-0.005925270866
394	-0.006096225584
395	-0.006388576933
396	-0.006627578068
397	-0.006970360862
398	-0.007137053333
399	-0.007271632078
400	-0.007476441596
401	-0.007634093994
402	-0.007852042633
403	-0.008048954851
404	-0.008302805174
405	-0.008528104579
406	-0.008603621895
407	-0.008830211401
408	-0.009074830162
409	-0.009383741567
410	-0.009542046622
411	-0.009781559434
412	-0.0100216017
413	-0.0102348201
414	-0.01029965317
415	-0.01048252077
416	-0.01077837682
417	-0.01097449231
418	-0.01113461112
419	-0.01148235643
420	-0.0115964809
421	-0.01174418623
422	-0.01208434386
423	-0.01244481055
424	-0.01254863094
425	-0.0128321578
426	-0.0129774092
427	-0.01315061964
428	-0.0132551428
429	-0.01342161944
430	-0.01356680526
431	-0.01378171422
432	-0.01385889979
433	-0.01412493316
434	-0.01434810327
435	-0.01487766062
436	-0.01503195318
437	-0.0153757146
438	-0.01570935513
439	-0.01594781928
440	-0.01616392041
441	-0.01636687376
442	-0.01655778836
443	-0.01670389706
444	-0.01695181099
445	-0.01704740429
446	-0.01719753123
447	-0.01734130627
448	-0.01750791168
449	-0.01766554215
450	-0.01785764351
451	-0.0180126503
452	-0.01836263523
453	-0.01873213665
454	-0.01882067332
455	-0.0190140136
456	-0.01930455916
457	-0.01940493253
458	-0.0196488975
459	-0.01989970914
460	-0.02009955663
461	-0.02027656502
462	-0.02054991973
463	-0.02073295235
464	-0.02085196493
465	-0.02102368224
466	-0.02113011694
467	-0.02126164748
468	-0.02155617052
469	-0.02179028761
470	-0.02205541266
471	-0.02219149841
472	-0.0224952091
473	-0.02261595537
474	-0.02289012147
475	-0.02299128693
476	-0.02310202428
477	-0.02337977489
478	-0.02356106417
479	-0.02364777255
480	-0.02395599326
481	-0.02419312185
482	-0.02432905818
483	-0.02461837718
484	-0.02486112013
485	-0.02506082454
486	-0.02518184692
487	-0.02548846182
488	-0.02574290136
489	-0.02592455047
490	-0.02604104829
491	-0.02625248335
492	-0.02639016974
493	-0.02669826467
494	-0.02684960158
495	-0.0270877706
496	-0.02726611905
497	-0.02748484109
498	-0.02760538716
499	-0.02789263084
500	-0.02810675267
501	-0.02829465933
502	-0.02845336106
503	-0.02851829475
504	-0.02871181118
505	-0.02900649181
506	-0.02921466714
507	-0.02934196101
508	-0.02954268184
509	-0.02964619941
510	-0.02981829103
511	-0.02985196555
512	-0.02993137494
513	-0.03012734807
514	-0.03030198528
515	-0.03054846212
516	-0.03065824638
517	-0.03080616241
518	-0.03106089649
519	-0.03125027737
520	-0.03132286248
521	-0.03153790794
522	-0.03161065316
523	-0.03175667045
524	-0.03184886184
525	-0.03204975892
526	-0.03221932595
527	-0.03242973437
528	-0.0326995479
529	-0.0329948711
530	-0.03310921698
531	-0.03332154232
532	-0.03347329737
533	-0.03366762734
534	-0.03380488757
535	-0.03389284072
536	-0.0341108545
537	-0.03423719761
538	-0.03434636829
539	-0.03450209837
540	-0.03473959517
541	-0.03500569485
542	-0.0351390486
543	-0.0352966527
544	-0.03548340308
545	-0.03554437733
546	-0.03566926809
547	-0.03592890697
548	-0.03607319136
549	-0.03616655641
550	-0.03631356402
551	-0.03645636531
552	-0.0367026174
553	-0.0368100541
554	-0.03693676447
555	-0.03705068641
556	-0.03719392802
557	-0.0372939979
558	-0.03739669499
559	-0.03752053088
560	-0.03759309551
561	-0.03766026599
562	-0.03782503044
563	-0.03798701579
564	-0.03807820608
565	-0.0382068965
566	-0.03828158012
567	-0.03839979079
568	-0.03848743861
569	-0.0385826298
570	-0.03876185
571	-0.03886030367
572	-0.03898376009
573	-0.03905088179
574	-0.03920876348
575	-0.03929121524
576	-0.03938269373
577	-0.0394885808
578	-0.03966753288
579	-0.03984078354
580	-0.03996939184
581	-0.04007125988
582	-0.04017326483
583	-0.04028898125
584	-0.04045108687
585	-0.04051241461
586	-0.04069428899
587	-0.04086655948
588	-0.04098271794
589	-0.04110593959
590	-0.04132664421
591	-0.04147136623
592	-0.04157533795
593	-0.04169319181
594	-0.04181180734
595	-0.04192358579
596	-0.04200689287
597	-0.04214244118
598	-0.04237361299
599	-0.04243926232
600	-0.04261582186
601	-0.04267081229
602	-0.04280722998
603	-0.04286773465
604	-0.04303489066
605	-0.04321045231
606	-0.04330236385
607	-0.04340486214
608	-0.04348854763
609	-0.043666786
610	-0.04383241227
611	-0.04393985131
612	-0.04406238404
613	-0.04422838514
614	-0.04434670176
615	-0.04440269681
616	-0.04454492902
617	-0.04463056485
618	-0.04476446121
619	-0.04491518248
620	-0.04509418698
621	-0.04517492594
622	-0.04528857215
623	-0.04532489133
624	-0.04547747033
625	-0.04560055119
626	-0.04568607103
627	-0.04581130211
628	-0.04595733436
629	-0.04609067691
630	-0.04627819537
631	-0.04638381202
632	-0.04654378333
633	-0.04669361463
634	-0.04678232873
635	-0.04695111221
636	-0.04710011005
637	-0.04712817377
638	-0.04722964071
639	-0.04730224249
640	-0.0473720492
641	-0.04752579852
642	-0.04767246833
643	-0.04778506375
644	-0.04791424441
645	-0.04797699967
646	-0.04803380771
647	-0.04812403014
648	-0.0482000574
649	-0.04832103611
650	-0.04838108167
651	-0.04845740909
652	-0.04856324957
653	-0.04867136301
654	-0.048831321
655	-0.04895794946
656	-0.04910201704
657	-0.04924655805
658	-0.04938887764
659	-0.04954264866
660	-0.0496940785
661	-0.04989237363
662	-0.05003968634
663	-0.05018456231
664	-0.05025741228
665	-0.05038476864
666	-0.05048703448
667	-0.0505978911
668	-0.05071778024
669	-0.05078995558
670	-0.05096491335
671	-0.05106920787
672	-0.05122877646
673	-0.0513129972
674	-0.05136930911
675	-0.05143028791
676	-0.05149354329
677	-0.05161080698
678	-0.05170944132
679	-0.05183613771
680	-0.05196417715
681	-0.05202890989
682	-0.05210934299
683	-0.05217955873
684	-0.05228467795
685	-0.052355627
686	-0.05247439268
687	-0.05257581992
688	-0.05267935863
689	-0.05275383336
690	-0.0528383465
691	-0.05292989269
692	-0.05297679875
693	-0.05306897229
694	-0.05317459405
695	-0.05322611536
696	-0.05326836438
697	-0.05337302899
698	-0.05348825291
699	-0.05356970391
700	-0.053722525
701	-0.05377680769
702	-0.0538713812
703	-0.05394600165
704	-0.0539832231
705	-0.05405049589
706	-0.05417238916
707	-0.05424118747
708	-0.05434042954
709	-0.05440283333
710	-0.05452814696
711	-0.05457919955
712	-0.05474951192
713	-0.05485900373
714	-0.05495501961
715	-0.05503530195
716	-0.05513062547
717	-0.05526736042
718	-0.05538559977
719	-0.05545952755
720	-0.05558209893
721	-0.05562049335
722	-0.05572900355
723	-0.05579528839
724	-0.0558932531
725	-0.05598213937
726	-0.05606561354
727	-0.05616780632
728	-0.05623592673
729	-0.05631651469
730	-0.0563905175
731	-0.05645717148
732	-0.0565819199
733	-0.05665841389
734	-0.05669464454
735	-0.05678477151
736	-0.05684253592
737	-0.05696272822
738	-0.05707740201
739	-0.05711362357
740	-0.05718388353
741	-0.05726072359
742	-0.05729345213
743	-0.05735096447
744	-0.05744997448
745	-0.05758905087
746	-0.05772718411
747	-0.0577830496
748	-0.05788315231
749	-0.05794805798
750	-0.05804916455
751	-0.05813444496
752	-0.05824177883
753	-0.05830129044
754	-0.05837206995
755	-0.05845968517
756	-0.05850197973
757	-0.05857570538
758	-0.05867650368
759	-0.05874548133
760	-0.05885333308
761	-0.05890200533
762	-0.05899452555
763	-0.05907948157
764	-0.05917101642
765	-0.05924026408
766	-0.05930270156
767	-0.05939003413
768	-0.0594899945
769	-0.05957925806
770	-0.05964827233
771	-0.05974102411
772	-0.05978542173
773	-0.05984397101
774	-0.0599064928
775	-0.05995576457
776	-0.06001096317
777	-0.06007995947
778	-0.06013698256
779	-0.06018418044
780	-0.06024569282
781	-0.06027956509
782	-0.06033239072
783	-0.06039748171
784	-0.06050118414
785	-0.06057545922
786	-0.060635862
787	-0.06070867499
788	-0.06082090861
789	-0.06091998375
790	-0.06097644731
791	-0.06108390917
792	-0.06116010723
793	-0.06125174175
794	-0.06128023596
795	-0.0613229926
796	-0.06142207428
797	-0.06149169073
798	-0.06154457954
799	-0.06157482677
